"","GN","filter_all_group","route_djev_1_1","route_djev_1_2","route_djev_2_1","route_djev_2_2","route_djev_3_1","route_djev_3_2","skill_avi","skill_ski","skill_avi_3l","skill_ski_3l","skill_avi_numeric","skill_ski_numeric","soc_6_1","soc_6_2","soc_6_3","soc_6_4","soc_6_3_reversed_NEW","soc_6_4_reversed_NEW","soc_6_5","soc_6_6","soc_total","g_dynamics","g_trust_1","g_confidence_1","age","bc_years_4","bc_days","birthy","sex","area_days","No","filter_full_group","Num","RecordedDate","goal_11_TEXT","StartDate","EndDate","Status","Progress","Duration__in_seconds_","group_nr","Finished","Day","Day_coded","n_people","firstime","Version","gear","g_leader","g_leader_you","goal_12","goal_1","goal_2","goal_3","goal_4","goal_5","goal_6","goal_7","goal_8","goal_9","goal_10","goal_11","goal_11_presence","goal_num","forecast","ates","mountain_1","mountain_2","mountain_3","route_skit_1_1","route_skit_1_2","route_skit_2_1","route_skit_2_2","route_skit_3_1","route_skit_3_2","route_skit_4_1","route_skit_4_2","n_trips_skit","n_trips_dje","TotalTotal","route_stor_1_2","route_stor_2_1","route_stor_2_2","route_stor_3_1","route_stor_3_2","route_stor_4_1","route_stor_4_2","route_stor_5_1","route_stor_5_2","route_stor_6_1","route_stor_6_2","n_trips_stor","aviprob_exp_10","aviprob_exp_1","aviprob_exp_2","aviprob_exp_3","aviprob_exp_4","aviprob_exp_5","aviprob_exp_6","aviprob_exp_7","aviprob_exp_8","aviprob_exp_9","factor_plan_99","factor_plan_1","factor_plan_2","factor_plan_3","factor_plan_4","factor_plan_5","factor_plan_6","factor_plan_7","factor_plan_8","factor_plan_9","factor_plan_10","factor_plan_11","factor_plan_12","factor_plan_13","factor_plan_14","factor_plan_15","factor_plan_16","factor_plan_17","factor_plan_18","factor_plan_19","factor_plan_20","factor_plan_21","factor_plan_22","factor_freq_dic","factor_freq_1","factor_freq_2","factor_freq_3","factor_freq_4","factor_freq_5","factor_freq_6","factor_freq_7","factor_freq_8","factor_freq_9","factor_freq_10","factor_freq_11","factor_freq_12","factor_freq_13","factor_freq_14","factor_freq_15","factor_freq_16","factor_freq_17","factor_freq_18","factor_freq_19","factor_freq_20","factor_freq_21","factor_freq_22","factor_freq_23","dp_dic","s_t_g_dm_1","s_t_g_dm_2","s_t_g_dm_3","mapphoto","multi_mountains","dpoint_map_skit_1_x","dpoint_map_skit_1_y","dpoint_photo_skit_1_x","dpoint_photo_skit_1_y","dpoint_map_djev_1_x","dpoint_map_djev_1_y","dpoint_photo_djev_1_x","dpoint_photo_djev_1_y","dpoint_map_stor_1_x","dpoint_map_stor_1_y","dpoint_photo_stor_1_x","dpoint_photo_stor_1_y","decision","aviprob_dm_99","aviprob_dm_98","aviprob_dm_9","aviprob_dm_1","aviprob_dm_2","aviprob_dm_3","aviprob_dm_4","aviprob_dm_5","aviprob_dm_6","aviprob_dm_7","factor_detail_4","factor_detail_5","factor_detail_6","factor_detail_7","factor_detail_8","factor_detail_9","factor_detail_10","factor_detail_11","factor_detail_12","factor_detail_13","factor_detail_14","factor_detail_15","factor_detail_16","factor_detail_17","factor_detail_18","factor_detail_19","factor_detail_20","factor_detail_21","factor_detail_22","factor_detail_23","factor_detail_24","factor_detail_25","factor_detail_26","social_binary","aviprob_exp_number","aviprob_dm_number","factor_detail_number","group_number_size"
"40","B30",1,NA,NA,NA,NA,NA,NA,4,5,2,3,4,5,4,4,3,3,4,4,4,5,23,4,4,6,53,-99,315,1969,2,2,164,1,164,2022-03-28 14:10:46,"Enjoy skitouring in the area",2022-03-28 07:41:53,2022-03-28 08:10:54,16,100,1741,"",1,"
28-Mar-22",3,6,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,275,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,1,0,"large"
"41","B30",1,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,5,5,5,3,2,4,4,5,23,4,4,7,60,16,311,1962,2,2,166,1,166,2022-03-28 14:11:29,"-99",2022-03-28 07:42:54,2022-03-28 08:10:53,16,100,1678,"",1,"
28-Mar-22",3,6,1,1,1,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,NA,3,7,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,NA,NA,NA,380,114,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,1,0,"large"
"42","B31",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,5,4,2,3,5,5,23,5,5,7,49,26,309,1973,1,3,148,1,148,2022-03-28 14:05:42,"-99",2022-03-28 08:41:04,2022-03-28 09:08:42,16,100,1658,"",1,"
28-Mar-22",3,3,1,1,1,NA,NA,0,0,1,0,1,0,1,1,0,1,0,0,NA,5,7,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,283,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
"43","B31",1,NA,NA,NA,NA,NA,NA,4,3,2,2,4,3,5,5,5,4,2,3,5,5,23,5,5,7,22,8,319,2000,1,3,154,1,154,2022-03-28 14:06:44,"-99",2022-03-28 08:40:25,2022-03-28 09:00:04,16,100,1178,"",1,"
28-Mar-22",3,3,1,1,1,NA,NA,0,0,1,0,1,0,1,1,0,0,0,0,NA,4,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,0,0,"large"
"44","B31",1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,5,5,5,3,2,4,5,5,24,5,5,7,20,1,306,2002,1,2,159,1,159,2022-03-28 14:08:43,"-99",2022-03-28 08:41:28,2022-03-28 08:58:22,16,100,1013,"",1,"
28-Mar-22",3,3,1,1,1,NA,NA,0,0,1,0,1,0,1,1,0,0,0,0,NA,4,7,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,NA,NA,NA,273,77,NA,NA,NA,NA,NA,NA,NA,NA,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",0,0,0,"large"
"45","B34",1,NA,NA,NA,NA,NA,NA,3,4,2,2,3,4,4,4,2,3,NA,NA,4,4,23,3,4,5,134,5,324,1888,1,4,217,1,217,2022-04-04 00:16:36,"-99",2022-04-03 05:21:15,2022-04-03 05:51:03,16,100,1787,"",1,"
4-Apr-22",6,2,1,2,3,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,-99,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,NA,-99,0,0,0,1,0,1,1,0,0,0,1,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,"low",4,3,0,"small"
"46","B34",1,NA,NA,NA,NA,NA,NA,3,5,2,3,3,5,5,5,1,1,NA,NA,5,5,30,5,5,7,37,8,329,1985,2,3,240,1,240,2022-04-04 00:27:34,"-99",2022-04-03 05:20:52,2022-04-03 05:32:03,16,100,671,"",1,"
4-Apr-22",6,2,1,2,3,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,NA,2,1,-99,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,1,1,NA,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",2,0,0,"small"
"47","B35",1,NA,NA,NA,NA,NA,NA,2,4,1,2,2,4,5,5,2,4,NA,NA,5,5,26,4,4,7,23,5,324,1999,1,3,227,1,227,2022-04-04 00:20:13,"-99",2022-04-03 05:31:47,2022-04-03 05:42:38,16,100,650,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,1,-99,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,0,0,"small"
"48","B35",1,NA,NA,NA,NA,NA,NA,1,4,1,2,1,4,5,5,6,6,NA,NA,5,5,20,5,5,7,24,0,303,1998,2,2,232,1,232,2022-04-04 00:24:26,"-99",2022-04-03 05:32:25,2022-04-03 05:42:03,16,100,578,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,0,1,0,1,1,1,0,0,1,0,NA,5,1,-99,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,0,0,"small"
"49","B36",1,NA,NA,NA,NA,NA,NA,3,2,2,1,3,2,5,5,1,5,NA,NA,5,5,26,5,5,7,55,30,309,1967,2,2,223,1,223,2022-04-04 00:17:53,"-99",2022-04-03 05:39:12,2022-04-03 05:51:05,16,100,712,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,1,0,1,0,0,1,0,0,0,0,NA,3,1,4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,0,0,"small"
"50","B36",1,NA,NA,NA,NA,NA,NA,3,4,2,2,3,4,6,6,6,4,NA,NA,4,6,24,5,5,6,52,30,309,1970,1,2,241,1,241,2022-04-04 00:27:36,"-99",2022-04-03 05:38:08,2022-04-03 05:50:38,16,100,749,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,79,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",2,0,0,"small"
"51","B38",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,2,4,NA,NA,4,4,24,5,4,6,39,5,319,1983,2,4,228,1,228,2022-04-04 00:20:15,"-99",2022-04-03 05:44:46,2022-04-03 05:52:58,16,100,492,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,2,2,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,0,0,"small"
"52","B38",1,NA,NA,NA,NA,NA,NA,2,5,1,3,2,5,5,5,1,1,NA,NA,5,5,30,5,5,7,35,16,339,1987,2,4,233,1,233,2022-04-04 00:24:27,"-99",2022-04-03 05:43:59,2022-04-03 05:53:34,16,100,575,"",1,"
4-Apr-22",6,2,1,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,2,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",3,0,0,"small"
"53","B41",1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,5,5,1,2,NA,NA,5,5,29,5,5,7,39,2,319,1983,1,4,218,1,218,2022-04-04 00:16:37,"-99",2022-04-03 07:34:35,2022-04-03 07:42:35,16,100,479,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",3,0,0,"small"
"54","B41",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,4,4,1,5,NA,NA,4,4,22,5,4,6,56,30,319,1966,2,3,224,1,224,2022-04-04 00:17:53,"Hopping",2022-04-03 07:34:32,2022-04-03 07:51:51,16,100,1038,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-99,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",4,0,0,"small"
"55","B42",1,NA,NA,NA,NA,NA,NA,4,5,2,3,4,5,5,5,1,2,NA,NA,5,5,29,5,5,7,25,11,309,1997,2,1,219,1,219,2022-04-04 00:16:39,"-99",2022-04-03 08:06:07,2022-04-03 08:21:26,16,100,919,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,NA,3,2,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,7,7,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,394,3,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,1,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"low",3,2,1,"small"
"56","B42",1,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,5,5,1,2,NA,NA,4,4,27,5,5,7,23,5,319,1999,1,3,225,1,225,2022-04-04 00:17:54,"-99",2022-04-03 08:05:22,2022-04-03 08:17:58,16,100,755,"",1,"
4-Apr-22",6,2,1,2,1,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,NA,3,1,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",2,0,0,"small"
"57","B5",1,NA,NA,NA,NA,NA,NA,5,5,3,3,5,5,5,5,5,4,NA,NA,5,5,23,4,4,6,46,26,349,1976,2,2,19,1,19,2022-03-26 13:29:17,"-99",2022-03-26 06:05:26,2022-03-26 06:24:58,16,100,1172,"",1,"
26-Mar-22",1,4,1,1,3,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
"58","B5",1,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,5,5,2,3,NA,NA,4,5,26,4,5,7,56,30,314,1966,2,2,37,1,37,2022-03-26 13:32:53,"-99",2022-03-26 05:33:40,2022-03-26 05:56:03,16,100,1343,"",1,"
26-Mar-22",1,4,1,1,3,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,NA,3,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,467,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,2,0,"large"
"59","B5",1,NA,NA,NA,NA,NA,NA,3,4,2,2,3,4,4,5,2,4,NA,NA,4,4,23,4,4,4,40,7,324,1982,2,2,47,1,47,2022-03-26 13:39:15,"-99",2018-03-05 18:08:11,2018-03-05 18:24:34,16,100,983,"",1,"
26-Mar-22",1,4,1,1,3,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,NA,3,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"large"
"60","B5",1,NA,NA,NA,NA,NA,NA,4,5,2,3,4,5,4,4,2,4,NA,NA,4,4,22,4,5,7,40,-99,329,1982,2,3,51,1,51,2022-03-26 13:42:05,"-99",2022-03-26 06:08:17,2022-03-26 06:24:49,16,100,991,"",1,"
26-Mar-22",1,4,1,1,3,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
"61","B6",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,6,2,1,5,5,5,24,5,5,7,52,40,304,1970,2,4,38,1,38,2022-03-26 13:32:55,"-99",2022-03-26 06:09:55,2022-03-26 06:24:27,16,100,871,"",1,"
26-Mar-22",1,3,1,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,516,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
