"","GN","filter_all_group","route_djev_1_1","route_djev_1_2","route_djev_2_1","route_djev_2_2","route_djev_3_1","route_djev_3_2","skill_avi","skill_ski","skill_avi_3l","skill_ski_3l","skill_avi_numeric","skill_ski_numeric","soc_6_1","soc_6_2","soc_6_3","soc_6_4","soc_6_3_reversed_NEW","soc_6_4_reversed_NEW","soc_6_5","soc_6_6","soc_total","g_dynamics","g_trust_1","g_confidence_1","age","bc_years_4","bc_days","birthy","sex","area_days","No","filter_full_group","Num","RecordedDate","goal_11_TEXT","StartDate","EndDate","Status","Progress","Duration__in_seconds_","group_nr","Finished","Day","Day_coded","n_people","firstime","Version","gear","g_leader","g_leader_you","goal_12","goal_1","goal_2","goal_3","goal_4","goal_5","goal_6","goal_7","goal_8","goal_9","goal_10","goal_11","goal_11_presence","goal_num","forecast","ates","mountain_1","mountain_2","mountain_3","route_skit_1_1","route_skit_1_2","route_skit_2_1","route_skit_2_2","route_skit_3_1","route_skit_3_2","route_skit_4_1","route_skit_4_2","n_trips_skit","n_trips_dje","TotalTotal","route_stor_1_2","route_stor_2_1","route_stor_2_2","route_stor_3_1","route_stor_3_2","route_stor_4_1","route_stor_4_2","route_stor_5_1","route_stor_5_2","route_stor_6_1","route_stor_6_2","n_trips_stor","aviprob_exp_10","aviprob_exp_1","aviprob_exp_2","aviprob_exp_3","aviprob_exp_4","aviprob_exp_5","aviprob_exp_6","aviprob_exp_7","aviprob_exp_8","aviprob_exp_9","factor_plan_99","factor_plan_1","factor_plan_2","factor_plan_3","factor_plan_4","factor_plan_5","factor_plan_6","factor_plan_7","factor_plan_8","factor_plan_9","factor_plan_10","factor_plan_11","factor_plan_12","factor_plan_13","factor_plan_14","factor_plan_15","factor_plan_16","factor_plan_17","factor_plan_18","factor_plan_19","factor_plan_20","factor_plan_21","factor_plan_22","factor_freq_dic","factor_freq_1","factor_freq_2","factor_freq_3","factor_freq_4","factor_freq_5","factor_freq_6","factor_freq_7","factor_freq_8","factor_freq_9","factor_freq_10","factor_freq_11","factor_freq_12","factor_freq_13","factor_freq_14","factor_freq_15","factor_freq_16","factor_freq_17","factor_freq_18","factor_freq_19","factor_freq_20","factor_freq_21","factor_freq_22","factor_freq_23","dp_dic","s_t_g_dm_1","s_t_g_dm_2","s_t_g_dm_3","mapphoto","multi_mountains","dpoint_map_skit_1_x","dpoint_map_skit_1_y","dpoint_photo_skit_1_x","dpoint_photo_skit_1_y","dpoint_map_djev_1_x","dpoint_map_djev_1_y","dpoint_photo_djev_1_x","dpoint_photo_djev_1_y","dpoint_map_stor_1_x","dpoint_map_stor_1_y","dpoint_photo_stor_1_x","dpoint_photo_stor_1_y","decision","aviprob_dm_99","aviprob_dm_98","aviprob_dm_9","aviprob_dm_1","aviprob_dm_2","aviprob_dm_3","aviprob_dm_4","aviprob_dm_5","aviprob_dm_6","aviprob_dm_7","factor_detail_4","factor_detail_5","factor_detail_6","factor_detail_7","factor_detail_8","factor_detail_9","factor_detail_10","factor_detail_11","factor_detail_12","factor_detail_13","factor_detail_14","factor_detail_15","factor_detail_16","factor_detail_17","factor_detail_18","factor_detail_19","factor_detail_20","factor_detail_21","factor_detail_22","factor_detail_23","factor_detail_24","factor_detail_25","factor_detail_26","social_binary","aviprob_exp_number","aviprob_dm_number","factor_detail_number","group_number_size"
"62","B6",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,2,4,5,3,5,5,26,4,4,6,48,20,319,1974,2,4,58,1,58,2022-03-26 15:58:22,"-99",2022-03-26 06:10:15,2022-03-26 06:24:58,16,100,882,"",1,"
26-Mar-22",1,3,1,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,503,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"large"
"63","B6",1,NA,NA,NA,NA,NA,NA,2,4,1,2,2,4,5,5,6,4,1,3,5,5,22,4,5,7,18,10,307,2004,1,1,64,1,64,2022-03-26 15:59:13,"-99",2022-03-26 06:10:42,2022-03-26 06:28:06,16,100,1043,"",1,"
26-Mar-22",1,3,1,1,1,NA,NA,0,0,1,0,1,1,1,1,0,0,0,0,NA,5,7,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,NA,NA,NA,595,499,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,1,0,"large"
"64","B9",1,NA,NA,NA,NA,NA,NA,4,6,2,3,4,6,5,5,2,1,NA,NA,5,5,29,5,5,7,28,8,334,1994,2,4,55,1,55,2022-03-26 13:42:09,"-99",2022-03-26 08:21:48,2022-03-26 08:38:55,16,100,1026,"",1,"
26-Mar-22",1,2,1,1,3,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,NA,NA,NA,289,75,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,0,0,"small"
"65","B9",1,NA,NA,NA,NA,NA,NA,4,5,2,3,4,5,5,5,4,2,NA,NA,4,5,25,4,5,7,28,5,329,1994,1,4,62,1,62,2022-03-26 15:58:26,"-99",2022-03-26 08:21:09,2022-03-26 08:38:29,16,100,1040,"",1,"
26-Mar-22",1,2,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,NA,1,1,NA,5,1,3,NA,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,162,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,1,0,"small"
"66","C1",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,5,4,NA,NA,5,5,23,5,5,7,21,5,324,2001,2,1,8,1,8,2022-03-26 12:31:49,"-99",2022-03-26 03:55:52,2022-03-26 04:16:38,16,100,1245,"",1,"
26-Mar-22",1,2,1,1,1,NA,NA,0,0,0,1,1,1,1,1,0,1,0,0,NA,6,1,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,374,NA,NA,4,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",2,2,0,"small"
"67","C1",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,1,1,2,4,NA,NA,4,4,16,5,4,6,23,17,324,1999,2,4,22,1,22,2022-03-26 13:30:39,"-99",2022-03-26 03:55:48,2022-03-26 04:19:08,16,100,1399,"",1,"
26-Mar-22",1,2,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,2,NA,NA,NA,NA,1,4,5,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,1,1,NA,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,373,NA,NA,2,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",2,2,0,"small"
"68","C13",1,1,1,NA,NA,NA,NA,3,4,2,2,3,4,1,1,1,2,NA,NA,1,1,13,5,5,5,27,-99,309,1995,2,3,71,1,71,2022-03-27 11:20:48,"-99",2022-03-27 06:56:14,2022-03-27 07:03:19,16,100,424,"",1,"
27-Mar-22",2,3,1,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA,225,161,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,0,0,"large"
"69","C13",1,1,1,NA,NA,NA,NA,4,6,2,3,4,6,4,4,4,2,NA,NA,4,5,23,-99,5,7,27,-99,379,1995,2,4,78,1,78,2022-03-27 11:21:57,"-99",2022-03-27 06:43:33,2022-03-27 07:06:24,16,100,1371,"",1,"
27-Mar-22",2,3,1,1,1,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,7,-99,NA,-99,NA,NA,NA,NA,NA,NA,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,1,0,0,1,1,NA,NA,NA,NA,NA,202,234,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",3,0,0,"large"
"70","C13",1,1,1,NA,NA,NA,NA,3,4,2,2,3,4,5,5,5,6,NA,NA,5,5,21,5,5,7,27,4,313,1995,2,4,95,1,95,2022-03-27 11:27:04,"-99",2022-03-27 06:55:00,2022-03-27 07:07:29,16,100,749,"",1,"
27-Mar-22",2,3,1,1,1,NA,NA,0,0,1,0,1,1,1,1,0,1,0,0,NA,6,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,226,243,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,1,0,"large"
"71","C14",1,1,1,NA,NA,NA,NA,3,4,2,2,3,4,5,5,3,2,4,5,5,5,27,4,4,6,27,-99,311,1995,1,3,84,1,84,2022-03-27 11:22:37,"-99",2022-03-27 06:40:39,2022-03-27 07:10:19,16,100,1779,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,1,0,0,0,1,1,0,1,0,0,NA,4,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"small"
"72","C14",1,1,1,NA,NA,NA,NA,3,5,2,3,3,5,5,5,3,3,4,4,2,4,22,4,4,6,27,-99,314,1995,2,2,103,1,103,2022-03-27 11:27:36,"-99",2022-03-27 06:36:15,2022-03-27 07:11:23,16,100,2107,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,1,0,1,1,1,1,0,1,0,0,NA,6,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA,598,613,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"small"
"73","C17",1,NA,NA,NA,NA,NA,NA,3,4,2,2,3,4,5,5,5,3,NA,NA,5,5,24,5,4,6,23,5,319,1999,2,2,85,1,85,2022-03-27 11:22:38,"-99",2022-03-27 07:16:27,2022-03-27 07:30:03,16,100,816,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,1,0,1,1,1,1,0,0,0,0,NA,5,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,0,0,"small"
"74","C17",1,NA,NA,NA,NA,NA,NA,3,4,2,2,3,4,5,5,1,2,NA,NA,5,5,29,5,5,5,25,-99,314,1997,2,2,96,1,96,2022-03-27 11:27:05,"-99",2022-03-27 07:07:36,2022-03-27 07:33:57,16,100,1581,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,NA,-99,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,1,0,"small"
"75","C18",1,NA,NA,NA,NA,NA,NA,5,5,3,3,5,5,4,5,2,2,5,5,4,5,26,4,5,7,27,-99,329,1995,2,4,97,1,97,2022-03-27 11:27:06,"-99",2022-03-27 07:45:11,2022-03-27 08:02:06,16,100,1014,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,NA,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,339,NA,NA,2,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",2,1,0,"small"
"76","C18",1,NA,NA,NA,NA,NA,NA,4,5,2,3,4,5,5,5,1,2,NA,NA,5,5,29,5,5,7,28,5,329,1994,2,4,105,1,105,2022-03-27 11:27:38,"-99",2022-03-27 07:30:44,2022-03-27 07:57:11,16,100,1587,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,NA,2,2,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,0,0,"small"
"77","C19",1,1,1,NA,NA,NA,NA,3,3,2,2,3,3,2,5,3,1,NA,NA,4,3,22,4,5,7,36,8,324,1986,1,1,80,1,80,2022-03-27 11:22:00,"-99",2022-03-27 07:40:33,2022-03-27 08:15:24,16,100,2091,"",1,"
27-Mar-22",2,3,1,1,3,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,NA,2,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,NA,1,1,NA,3,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA,232,222,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",3,0,0,"large"
"78","C19",1,1,1,NA,NA,NA,NA,4,4,2,2,4,4,4,4,4,4,NA,NA,4,4,20,4,5,7,134,-99,339,1888,2,4,90,1,90,2022-03-27 11:25:49,"-99",2022-03-27 08:00:45,2022-03-27 08:19:08,16,100,1103,"",1,"
27-Mar-22",2,3,1,1,3,NA,NA,0,0,0,0,1,1,1,0,0,1,0,0,NA,4,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,0,1,NA,NA,NA,NA,NA,363,417,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,2,0,"large"
"79","C19",1,1,1,NA,NA,NA,NA,4,4,2,2,4,4,5,5,5,2,NA,NA,5,5,25,4,4,6,30,-99,324,1992,1,4,106,1,106,2022-03-27 11:27:39,"-99",2022-03-27 07:59:36,2022-03-27 08:13:49,16,100,852,"",1,"
27-Mar-22",2,3,1,1,1,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,NA,4,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,-99,-99,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",3,1,0,"large"
"80","C2",1,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,4,4,4,4,3,3,4,3,19,-99,3,4,37,-99,314,1985,1,3,1,1,1,2022-03-26 12:31:31,"-99",2022-03-26 05:37:34,2022-03-26 05:44:43,16,100,429,"",1,"
26-Mar-22",1,3,1,1,1,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,NA,4,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
"81","C2",1,NA,NA,NA,NA,NA,NA,2,3,1,2,2,3,5,5,5,5,2,2,4,5,21,5,5,7,134,1,302,1888,2,1,14,1,14,2022-03-26 12:32:38,"-99",2022-03-26 05:22:53,2022-03-26 05:32:40,16,100,587,"",1,"
26-Mar-22",1,3,1,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,2,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"large"
"82","C2",1,NA,NA,NA,NA,NA,NA,4,3,2,2,4,3,4,3,4,3,3,4,4,3,19,4,4,6,134,-99,314,1888,1,3,23,1,23,2022-03-26 13:30:40,"-99",2022-03-26 04:19:23,2022-03-26 05:43:25,16,100,5042,"",1,"
26-Mar-22",1,3,1,1,1,NA,NA,0,0,1,0,1,0,0,1,0,0,0,0,NA,3,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,700,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
"83","C21b",1,NA,NA,NA,NA,NA,NA,3,4,2,2,3,4,5,5,1,2,NA,NA,5,5,29,5,5,7,23,1,324,1999,2,4,202,1,202,2022-04-02 09:52:07,"-99",2022-04-02 06:04:55,2022-04-02 06:19:55,16,100,900,"",1,"
2-Apr-22",4,2,1,2,1,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,NA,4,1,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,476,NA,NA,4,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,0,0,"small"
